Username,TypeOfGame,Result,Date,Accuracy%
Maya728,Game2,Lose,2024-02-21 04:58:47,40
Amram4898,Game1,Lose,2024-01-16 18:18:32,55
Yoni1579,Game1,Win,2024-01-23 17:27:20,0
Roi1325,Game1,Lose,2023-12-17 10:40:40,100
Amira,Game2,Win,2024-03-03 08:15:40,40
Yiska4315,Game1,Lose,2024-01-11 19:57:32,20
Yaeli8083,Game1,Win,2024-01-01 23:47:15,55
Tom6857,Game2,Lose,2024-01-21 22:07:02,55
Shirley,Game1,Lose,2024-02-07 01:26:18,30
Eitan1827,Game1,Win,2024-02-10 03:28:01,15
Ziva,Game1,Win,2024-02-21 12:08:44,15
Vardit7907,Game1,Lose,2023-12-28 19:57:16,25
Erez,Game2,Lose,2024-01-27 06:07:40,25
Yigal1010,Game1,Win,2023-12-07 12:58:30,95
Noam,Game2,Win,2023-12-28 13:11:06,55
Yehudit3439,Game2,Lose,2023-12-19 16:46:44,70
Tova,Game2,Lose,2023-12-20 22:31:38,5
Rina,Game1,Lose,2024-02-16 07:40:34,70
Dana65,Game2,Win,2023-12-11 18:13:30,95
Hadar2614,Game2,Win,2023-12-09 01:09:34,40
Michal7894,Game2,Win,2023-12-31 13:36:56,80
Shani,Game2,Lose,2023-12-21 06:46:23,0
Yaelle2993,Game1,Lose,2024-02-08 00:44:16,55
Gideon,Game1,Lose,2023-12-23 11:23:25,60
Nurit3356,Game1,Lose,2023-12-10 01:40:10,30
Shulamit9291,Game2,Lose,2024-01-20 01:43:32,25
Tuvia,Game2,Lose,2024-02-18 16:50:53,15
Yoel2644,Game2,Lose,2024-01-25 11:10:18,0
Iris5212,Game2,Lose,2023-12-15 20:42:00,45
Asaf2639,Game1,Win,2023-12-30 03:35:24,85
Ronen5895,Game1,Lose,2023-12-10 15:58:01,25
Shay,Game2,Win,2024-02-02 16:30:50,60
Tzipi,Game2,Win,2024-02-22 22:39:54,75
Hila,Game1,Lose,2023-12-20 02:01:53,45
Tomer4165,Game2,Win,2023-12-11 18:05:41,10
Stav,Game1,Win,2024-02-08 04:10:03,50
Yakov,Game1,Win,2023-12-24 15:13:00,65
Eitan1827,Game1,Lose,2024-01-12 12:24:44,85
Gadi8688,Game1,Win,2024-01-29 05:36:50,25
Tuvia,Game2,Lose,2024-01-05 10:38:26,55
Amira,Game1,Lose,2024-01-03 04:45:51,90
Yotam3499,Game2,Win,2024-02-06 12:18:18,100
Amram4898,Game1,Lose,2024-02-24 18:40:29,100
Amalia5072,Game1,Win,2024-01-22 01:56:39,45
Yehoshua9860,Game2,Lose,2023-12-24 02:41:51,85
Leah,Game1,Lose,2023-12-21 12:48:45,70
Tuvia6024,Game1,Win,2024-02-02 09:04:13,85
Lilach6642,Game1,Lose,2023-12-04 13:40:04,65
Shmuel3395,Game2,Lose,2023-12-15 16:34:38,55
Nir,Game1,Lose,2023-12-25 18:55:09,95
Guy9946,Game1,Lose,2024-01-01 00:19:29,35
Tal,Game2,Lose,2023-12-28 14:03:45,5
Yardena,Game1,Lose,2023-12-29 12:11:29,45
Avi6572,Game1,Win,2024-01-14 07:27:15,55
Tzipi1883,Game2,Lose,2023-12-10 14:38:48,85
Sharon3110,Game2,Lose,2023-12-07 14:27:55,70
Yaelle7712,Game1,Win,2024-03-02 22:38:06,95
Yehonatan,Game2,Win,2024-02-18 14:37:18,50
Eli9910,Game1,Lose,2023-12-04 03:13:20,75
Yehonatan,Game1,Win,2023-12-01 03:18:21,65
Shirley9825,Game1,Win,2024-01-04 18:25:48,35
Shalom,Game2,Win,2024-01-19 23:06:37,10
Rina6716,Game1,Lose,2024-02-20 03:55:34,20
Idan,Game1,Win,2024-02-15 07:37:28,70
Shalom1604,Game2,Lose,2023-12-13 14:10:42,100
Yehudit3439,Game1,Lose,2024-01-23 22:19:15,20
Guy9946,Game2,Win,2024-01-01 05:32:37,65
Yariv9259,Game2,Win,2024-02-11 09:16:52,45
Shmuel7323,Game1,Lose,2024-01-25 22:56:57,95
Yoni1579,Game2,Lose,2024-01-02 16:26:24,55
Aviad,Game1,Lose,2024-01-13 03:01:53,35
Osnat9682,Game2,Lose,2024-02-03 17:07:34,30
Eyal,Game2,Lose,2024-01-27 08:06:15,80
Yehoshua9860,Game1,Lose,2024-01-19 12:07:57,50
Ofira917,Game1,Win,2023-12-24 19:59:02,95
Gadi9935,Game1,Win,2024-02-11 23:33:22,95
Yechiel2379,Game1,Lose,2024-01-19 08:06:15,60
Ofir6238,Game1,Lose,2024-01-01 12:26:18,50
Mira8697,Game1,Lose,2024-02-24 09:50:59,15
Vered1699,Game2,Lose,2024-01-30 04:31:55,30
Omri9575,Game2,Win,2024-03-01 12:24:02,15
Natan4529,Game1,Win,2024-01-06 04:54:24,60
Alon3413,Game2,Win,2024-02-17 20:39:18,60
Revital9774,Game2,Win,2024-02-27 06:51:00,35
Shulamit,Game2,Lose,2024-02-25 16:55:09,95
Shalom7289,Game2,Win,2023-12-30 16:35:18,50
Shay,Game1,Lose,2024-01-10 19:13:47,35
Idan,Game2,Win,2024-01-09 12:17:09,30
Yonatan3609,Game1,Lose,2023-12-19 12:04:18,0
Yoel,Game2,Lose,2024-01-25 07:25:32,25
Asaf2639,Game1,Win,2024-01-15 07:03:10,15
Yoel2644,Game1,Lose,2023-12-20 04:00:42,50
Bracha8694,Game1,Lose,2024-02-03 04:52:37,35
Amira4246,Game2,Win,2024-02-27 21:33:56,20
Yehonatan,Game1,Lose,2024-02-18 17:27:01,80
Shani578,Game2,Lose,2024-02-24 19:18:27,20
Asnat,Game2,Win,2023-12-20 05:00:24,80
Yitzhak,Game1,Lose,2024-02-23 11:37:29,35
Einav,Game2,Win,2024-03-01 15:21:05,90
Zohar,Game2,Lose,2024-02-24 17:10:30,55
Yanai2080,Game2,Lose,2023-12-14 01:13:23,0
Bracha8694,Game2,Win,2024-02-24 03:03:01,20
Dror4413,Game2,Win,2023-12-13 12:37:35,85
Iris7323,Game2,Lose,2023-12-20 07:00:50,15
Maya728,Game2,Win,2023-12-29 01:36:36,80
Ofira917,Game1,Win,2024-01-20 05:38:10,35
Asnat,Game2,Win,2024-02-10 22:00:50,50
Oz6459,Game2,Lose,2024-02-13 07:14:01,90
Noa,Game2,Win,2023-12-08 09:24:26,15
Gadi2968,Game1,Lose,2024-01-02 15:51:11,75
Shmuel1734,Game1,Win,2024-01-12 21:48:14,65
Yehoshua,Game1,Lose,2024-01-05 02:23:45,20
Shlomo8784,Game1,Lose,2023-12-17 00:31:12,5
Rachel2818,Game1,Lose,2023-12-31 08:15:20,40
Yariv,Game2,Lose,2024-01-27 15:54:32,50
Udi,Game1,Lose,2024-02-18 23:19:52,0
Yael6140,Game1,Win,2024-01-11 13:48:56,65
Orit5861,Game1,Win,2024-02-22 16:56:35,35
Nurit3356,Game2,Lose,2024-02-09 07:34:00,5
Noa1394,Game1,Win,2024-02-27 18:56:37,80
Alon3149,Game2,Win,2024-02-14 09:31:27,50
Michal,Game2,Win,2023-12-01 20:32:17,10
Einav,Game1,Win,2024-03-03 11:11:47,20
Yechiel2379,Game2,Lose,2023-12-19 20:37:27,50
Rachel4111,Game2,Lose,2024-02-19 18:00:12,40
Elad,Game2,Lose,2023-12-04 05:56:18,25
Tamar,Game1,Lose,2023-12-30 23:48:38,40
Michal,Game2,Win,2024-01-26 06:55:38,55
Zohar,Game1,Lose,2024-02-07 18:36:33,30
Lior,Game1,Lose,2024-01-15 23:06:49,90
Kfir5453,Game2,Lose,2024-01-10 22:09:43,70
Ayelet2331,Game1,Lose,2023-12-26 10:12:56,80
Orit3713,Game1,Win,2024-01-17 11:57:14,5
Orly5064,Game1,Lose,2024-01-05 12:10:57,80
Stav,Game1,Win,2024-01-04 10:07:21,90
Yifat8378,Game1,Lose,2023-12-10 13:21:41,15
Nimrod6178,Game1,Lose,2024-01-07 08:35:32,10
Eitan7600,Game1,Lose,2024-02-18 16:50:55,80
Noa4796,Game1,Lose,2024-01-07 20:51:02,5
Tamar3680,Game1,Win,2023-12-29 07:34:50,50
Yuval,Game1,Win,2024-01-01 05:17:09,25
Aviad689,Game1,Win,2023-12-18 04:29:01,40
Lilach1093,Game1,Win,2024-02-02 05:27:10,85
Vardit5989,Game1,Lose,2024-02-19 04:37:29,35
Arik9401,Game1,Lose,2024-01-30 03:56:17,0
Shirley1309,Game2,Lose,2023-12-31 21:59:53,45
Yohanan371,Game1,Win,2024-01-12 08:00:51,70
Yuval,Game2,Win,2024-01-01 14:29:06,45
Zohar,Game2,Win,2024-01-06 09:29:29,55
Tali5497,Game1,Win,2024-01-19 22:23:48,45
Yonatan3609,Game1,Win,2024-02-07 23:18:47,95
Yishai2209,Game2,Win,2023-12-17 13:11:24,80
Amalia5072,Game1,Win,2024-02-16 17:55:03,0
Ilanit,Game1,Lose,2024-02-17 18:12:36,70
Yaeli,Game1,Lose,2024-02-24 05:37:26,95
Liat,Game2,Win,2024-02-17 15:38:03,35
Sigal5046,Game1,Lose,2024-02-10 23:32:48,35
Matan9128,Game1,Win,2024-01-21 13:40:45,45
Dudu,Game1,Lose,2023-12-21 12:24:49,80
Yulia,Game1,Lose,2024-02-03 03:19:01,15
Shmuel3001,Game2,Win,2024-01-05 10:28:29,75
Erez1282,Game1,Win,2023-12-17 10:01:25,10
Zvi,Game2,Win,2024-01-01 23:56:41,20
Yossi4015,Game1,Win,2024-02-17 06:35:54,100
Dikla6731,Game2,Win,2023-12-15 17:58:29,65
Yehonatan,Game1,Lose,2023-12-26 00:55:42,55
Yanai948,Game1,Lose,2024-03-01 15:48:44,80
Guy9946,Game1,Win,2024-02-09 20:30:46,35
Lilach2205,Game2,Win,2024-01-17 15:17:18,30
Avi265,Game1,Win,2023-12-19 14:57:24,65
Esti4521,Game1,Win,2024-01-13 20:04:44,100
Yehudit848,Game2,Lose,2024-01-01 11:01:12,65
Yfat9204,Game1,Win,2024-02-23 13:40:56,45
Orly,Game2,Lose,2024-01-04 23:02:51,45
Oded,Game1,Win,2023-12-17 02:30:46,10
Matan,Game2,Win,2023-12-21 05:56:00,70
Dudu,Game1,Win,2024-01-05 19:12:04,95
Yocheved8581,Game1,Win,2024-02-06 13:33:00,45
Moran3490,Game1,Lose,2024-01-23 10:58:59,85
Yossi,Game1,Lose,2024-01-07 00:17:40,45
Yehudit7031,Game1,Lose,2023-12-15 18:19:36,85
Mira,Game2,Lose,2024-02-24 20:57:17,15
Shira7205,Game2,Lose,2023-12-25 22:22:42,100
Itai,Game2,Lose,2024-01-19 04:52:15,20
Eran,Game1,Lose,2023-12-17 13:56:49,0
Tali5497,Game2,Win,2023-12-20 21:11:43,75
Erez1282,Game2,Lose,2023-12-04 05:30:47,95
Yaelle,Game2,Lose,2024-02-04 19:54:15,85
Amir2862,Game1,Win,2023-12-16 06:35:01,60
Zvi,Game1,Lose,2024-03-03 01:53:07,55
Yanai948,Game1,Lose,2024-01-10 06:18:34,80
Yuval,Game2,Win,2023-12-04 07:21:32,45
Gideon,Game1,Win,2024-02-27 04:56:06,35
Dudi8720,Game2,Win,2024-01-31 13:26:47,80
Tom8205,Game1,Win,2023-12-27 08:42:02,50
Amalia4245,Game1,Win,2024-02-14 06:38:56,75
Asaf,Game1,Lose,2024-01-13 13:58:12,30
Yiftach,Game2,Lose,2024-01-18 10:22:18,10
Yfat1672,Game2,Lose,2024-01-09 07:16:18,40
Inbar,Game2,Lose,2023-12-30 08:24:32,100
Rachel,Game2,Win,2023-12-01 17:28:28,75
Noa4796,Game1,Win,2024-01-02 02:02:28,35
Tzipi,Game2,Lose,2023-12-01 08:37:48,85
Yoni3390,Game1,Lose,2023-12-08 15:01:08,50
Yechiel,Game1,Lose,2024-01-06 05:38:34,95
Dror8570,Game2,Lose,2023-12-21 18:29:26,5
Eli4997,Game1,Win,2023-12-01 23:29:44,95
Shir7447,Game2,Lose,2023-12-05 14:20:22,80
Sigal8604,Game2,Win,2024-01-31 13:20:25,20
Yossi,Game2,Win,2024-01-14 02:55:22,0
Gideon5543,Game1,Lose,2024-02-14 03:10:49,40
Irit9043,Game2,Win,2024-03-01 16:25:23,40
Shani7964,Game1,Win,2023-12-06 05:39:54,40
Sivan,Game2,Win,2024-02-22 22:29:18,85
Omer,Game1,Win,2023-12-31 10:06:25,55
Keren,Game1,Win,2024-01-01 22:56:39,40
Dudi8720,Game1,Win,2023-12-26 04:44:58,60
Shoham,Game2,Lose,2024-01-07 21:36:05,15
Ami,Game1,Win,2024-01-01 10:24:26,30
Yishai2209,Game1,Lose,2023-12-01 19:11:52,10
Tom8205,Game1,Win,2024-01-08 04:35:34,15
Yardena,Game1,Lose,2023-12-23 04:03:31,35
Dudi,Game1,Lose,2024-02-17 20:51:00,15
Yiftach7472,Game1,Lose,2024-02-13 22:27:14,75
Ilanit5060,Game1,Lose,2023-12-31 09:13:19,85
Rachel9622,Game1,Lose,2024-01-20 17:09:59,35
Yiftach,Game1,Lose,2023-12-08 14:24:26,15
Uri3179,Game1,Win,2024-01-26 17:55:57,30
Arik,Game2,Lose,2023-12-11 16:40:15,45
Michal6806,Game2,Win,2024-02-04 18:25:22,70
Nechama7436,Game1,Lose,2024-02-10 16:55:35,65
Yitzhak4371,Game2,Lose,2024-02-01 13:53:06,90
Orly4755,Game1,Win,2023-12-15 13:34:58,90
Sivan5784,Game1,Win,2024-02-09 19:42:12,70
Rafael,Game1,Win,2023-12-05 21:00:14,0
Yitzhak6964,Game2,Lose,2024-02-16 01:04:00,45
Amos,Game1,Lose,2023-12-16 16:08:06,15
Amalia,Game2,Win,2024-01-17 03:35:33,30
Alon502,Game2,Win,2024-01-13 03:10:25,0
Moti7600,Game2,Win,2024-03-02 15:43:21,60
Yehonatan,Game2,Lose,2023-12-09 02:14:02,15
Tom,Game2,Lose,2024-01-19 18:52:15,20
Iris7323,Game1,Lose,2024-02-14 20:16:42,30
Yuval,Game2,Win,2024-01-10 00:56:10,80
Yanai2080,Game1,Lose,2023-12-12 10:34:14,5
Asaf7800,Game1,Lose,2023-12-20 18:52:26,75
Gal6037,Game2,Win,2024-01-08 19:10:39,25
Tzipi1883,Game1,Win,2023-12-04 23:08:36,20
Yulia,Game1,Lose,2023-12-21 03:19:11,50
Nimrod6178,Game2,Lose,2024-03-02 16:52:50,5
Esti2806,Game2,Win,2023-12-30 06:21:28,55
Sivan8326,Game2,Lose,2024-03-01 01:56:43,80
Yifat,Game2,Win,2024-01-31 04:31:49,0
Omer,Game2,Win,2024-01-09 19:41:10,5
Idan1282,Game2,Lose,2024-02-01 16:53:22,40
Esti5198,Game1,Win,2023-12-16 21:35:58,20
Yfat,Game1,Win,2024-02-20 02:20:52,55
Bracha8036,Game2,Lose,2024-02-04 21:23:34,0
Hadar2614,Game1,Lose,2024-02-15 20:25:50,45
Aviad8406,Game1,Win,2024-02-16 17:41:13,35
Yotam,Game1,Lose,2023-12-01 06:29:19,5
Dikla,Game2,Lose,2024-02-18 01:12:17,15
Yulia,Game1,Win,2023-12-20 05:38:16,65
Lilach,Game2,Lose,2024-02-06 11:25:43,95
Amram4898,Game2,Win,2024-01-05 09:14:07,55
Yael,Game2,Win,2024-02-18 01:03:23,45
Yehonatan4086,Game1,Win,2024-01-28 01:17:28,30
Dror,Game2,Lose,2024-02-15 11:07:34,45
Ilanit5738,Game1,Lose,2023-12-21 04:35:18,55
Nir,Game1,Lose,2023-12-01 04:23:41,90
Lilach207,Game2,Lose,2024-01-08 23:17:45,50
Amira4246,Game2,Win,2024-01-06 05:46:24,20
Vardit1087,Game2,Lose,2024-02-04 17:27:09,50
Yoni3390,Game2,Win,2024-03-02 18:35:54,100
Shulamit6853,Game2,Lose,2023-12-05 20:26:23,60
Yechiel8576,Game2,Lose,2023-12-27 14:19:33,90
Omer,Game1,Win,2023-12-16 05:45:20,80
Yaelle9094,Game2,Win,2023-12-05 18:03:27,5
Yonatan3609,Game1,Lose,2024-01-29 21:40:31,55
Sigalit9222,Game1,Lose,2023-12-30 02:56:53,20
Noam2968,Game2,Win,2024-01-15 04:10:58,5
Shirley5294,Game2,Lose,2024-01-18 17:47:45,90
Yigal1010,Game2,Win,2023-12-16 03:29:49,25
Asnat,Game2,Lose,2024-01-28 14:42:52,75
Kfir,Game2,Lose,2023-12-31 11:03:41,5
Itai8410,Game2,Lose,2023-12-15 08:24:58,65
Michal,Game2,Win,2024-01-11 22:35:15,95
Shulamit,Game1,Win,2024-01-19 08:44:24,25
Aviad9839,Game2,Win,2024-02-10 10:38:07,10
Ofira,Game1,Win,2024-02-19 20:44:00,65
Asaf,Game2,Win,2023-12-25 16:00:56,100
Shlomo5091,Game1,Lose,2024-01-28 08:04:52,15
Tamar3964,Game1,Win,2024-01-22 22:24:38,20
Iris8953,Game1,Lose,2024-02-17 19:14:27,65
Tomer1314,Game2,Win,2024-02-18 01:16:43,15
Michal,Game2,Lose,2023-12-25 09:32:02,40
Yoni4650,Game2,Win,2024-02-11 22:43:32,90
Arik5308,Game2,Lose,2023-12-03 09:36:27,55
Sigal8604,Game2,Lose,2023-12-06 14:49:42,60
Limor,Game1,Lose,2024-02-09 21:46:40,30
Dana,Game2,Lose,2024-01-10 17:56:06,0
Yonatan3609,Game2,Win,2024-01-31 16:48:22,5
Yaniv,Game2,Win,2024-02-02 06:02:43,30
Yoni9963,Game2,Win,2024-02-06 14:52:21,90
Ilanit8016,Game1,Win,2023-12-15 02:06:58,75
Ami,Game1,Win,2024-01-05 18:47:46,100
Revital9592,Game2,Lose,2024-01-20 12:15:49,20
Avi265,Game2,Lose,2024-03-03 15:55:07,50
Vardit1087,Game1,Win,2024-03-02 11:15:35,80
Yonina,Game1,Win,2024-02-09 08:03:49,65
Oded8989,Game2,Lose,2024-01-03 13:19:36,70
Chaya8681,Game2,Lose,2023-12-07 09:38:46,15
Lilach9051,Game2,Lose,2024-01-22 14:30:12,40
Nir,Game1,Lose,2024-01-08 15:07:32,35
Dana65,Game1,Win,2024-03-01 20:17:42,70
Dikla,Game1,Win,2023-12-15 17:58:53,20
Yoav1646,Game2,Win,2024-01-06 15:12:21,75
Shirley5294,Game2,Lose,2023-12-17 23:50:57,25
Noam2968,Game2,Win,2024-01-25 16:17:14,95
Yaelle2836,Game2,Win,2023-12-03 20:33:39,100
Eitan1827,Game1,Lose,2024-01-02 00:13:04,0
Tali,Game1,Win,2024-01-13 12:25:29,90
Yaelle9094,Game1,Win,2024-01-19 02:05:03,35
Natan8583,Game2,Lose,2024-01-27 12:18:25,30
Liat9408,Game2,Lose,2024-01-24 09:05:57,50
Yotam3980,Game1,Win,2024-01-18 01:51:07,45
Yulia8693,Game2,Lose,2023-12-26 19:15:51,70
Tali5497,Game2,Lose,2023-12-07 12:55:52,30
Tzipi1883,Game1,Win,2024-02-14 01:43:07,60
Maya6459,Game1,Win,2024-02-29 23:46:04,15
Uri2236,Game1,Win,2024-03-03 03:48:06,65
Iris5663,Game2,Lose,2023-12-08 13:59:04,90
Shirley,Game2,Lose,2023-12-07 10:28:33,100
Alona,Game2,Lose,2024-01-31 10:18:08,85
Alon3413,Game2,Win,2024-02-17 10:36:32,90
Sarit3910,Game2,Win,2023-12-08 00:09:43,30
Lilach8764,Game2,Win,2023-12-04 06:15:12,95
Orly4755,Game1,Win,2024-02-25 17:09:43,5
Yitzhak6656,Game1,Win,2024-03-02 15:46:38,40
Bracha8036,Game1,Win,2024-01-23 23:02:36,55
Eitan,Game1,Lose,2024-02-17 02:49:41,10
Yulia78,Game2,Win,2024-01-31 01:52:09,25
Michal6806,Game2,Lose,2023-12-22 01:03:02,70
Shulamit1324,Game1,Win,2024-01-13 09:50:05,0
Chen4286,Game1,Lose,2024-01-07 10:33:59,50
Chaya9289,Game2,Win,2024-01-11 21:23:11,85
Kfir5453,Game1,Lose,2024-01-15 16:34:59,25
Yishai,Game1,Win,2024-02-27 11:50:06,5
Yehuda,Game1,Win,2023-12-08 13:25:38,75
Shirley9825,Game1,Win,2023-12-01 21:18:17,35
Moti1925,Game2,Win,2023-12-01 19:45:03,95
Avital1065,Game1,Lose,2023-12-20 19:30:21,75
Gadi,Game2,Win,2023-12-27 01:52:29,20
Yardena,Game1,Win,2024-01-28 13:57:39,55
Yaeli8083,Game1,Lose,2024-02-04 02:41:44,65
Iris8953,Game2,Lose,2024-01-23 02:43:28,0
Shulamit1324,Game2,Win,2023-12-23 03:25:42,25
Oded8989,Game2,Lose,2024-01-25 04:34:32,75
Idan1282,Game1,Lose,2024-01-16 15:37:22,90
Orly3565,Game2,Win,2024-02-17 00:37:21,80
Yossi9501,Game1,Lose,2024-01-24 15:57:56,60
Nirit,Game2,Win,2024-01-27 19:27:41,35
Shir7447,Game1,Lose,2024-01-23 16:31:42,65
Zeev,Game1,Lose,2024-01-25 14:39:23,80
Bar2222,Game1,Lose,2023-12-23 10:03:33,5
Oded4632,Game1,Lose,2024-02-07 14:37:08,80
Maya,Game2,Lose,2024-01-11 23:12:16,70
Alon6049,Game2,Lose,2024-01-16 08:37:00,0
Yuval,Game1,Lose,2023-12-16 14:36:48,70
Omri5947,Game2,Win,2023-12-09 01:01:57,25
Lilach8764,Game2,Lose,2024-02-01 00:57:54,65
Shay,Game1,Lose,2023-12-05 09:01:01,25
Osnat,Game1,Lose,2024-02-21 17:43:23,95
Orly51,Game2,Lose,2024-01-01 06:33:45,60
Bracha8036,Game2,Lose,2023-12-04 09:43:34,5
Esti2806,Game2,Win,2023-12-20 19:43:19,0
Alon3149,Game2,Win,2023-12-19 02:27:44,25
Orly4755,Game2,Win,2024-02-01 14:36:04,40
Sarit3910,Game2,Lose,2024-01-30 08:49:40,0
Orly,Game2,Win,2024-01-01 20:27:21,0
Yulia8693,Game1,Lose,2024-01-20 07:14:46,15
Eran,Game1,Win,2024-02-06 09:34:51,15
Yishai3414,Game1,Win,2024-01-12 21:22:39,15
Amalia,Game1,Win,2024-01-28 22:20:50,90
Anat7863,Game2,Win,2024-01-18 11:46:33,35
Shlomit,Game1,Win,2024-02-01 13:52:22,75
Yuval7148,Game1,Win,2023-12-02 21:10:46,85
Tali5497,Game1,Win,2023-12-25 03:05:34,15
Anat,Game1,Lose,2024-02-22 16:17:31,85
Ilanit8016,Game1,Win,2024-01-28 09:01:23,15
Ronen,Game2,Lose,2024-02-19 17:21:46,55
Yulia,Game2,Lose,2024-01-11 09:51:50,80
Eitan4767,Game2,Win,2024-01-13 11:25:18,75
Shani6864,Game1,Win,2024-01-26 07:20:54,80
Yishai,Game2,Win,2024-01-04 00:14:27,10
Tova6573,Game2,Win,2024-02-19 12:18:55,30
Tuvia6024,Game1,Lose,2024-02-26 13:21:57,80
Shmuel3001,Game1,Lose,2024-01-20 00:29:21,20
Nir,Game1,Lose,2024-01-11 20:55:14,25
Yoni,Game1,Lose,2024-02-16 01:27:22,85
Amira,Game2,Lose,2024-02-15 15:10:20,90
Idan1282,Game1,Lose,2023-12-31 12:06:04,95
Rachel,Game2,Lose,2024-02-25 22:19:37,95
Yoni3390,Game1,Lose,2024-01-06 06:23:10,10
Uri,Game2,Win,2024-01-07 13:01:30,40
Shmuel3838,Game1,Lose,2024-01-26 18:46:32,80
Tali4817,Game1,Lose,2023-12-03 17:22:19,60
Noya,Game2,Win,2023-12-17 11:16:05,15
Yishai3414,Game1,Lose,2023-12-17 17:45:25,5
Uri,Game2,Lose,2023-12-25 15:46:22,35
Shani6864,Game1,Lose,2024-01-31 21:03:53,5
Liat,Game2,Lose,2024-01-14 19:32:23,15
Nir5487,Game1,Lose,2023-12-23 21:54:04,25
Yael2580,Game2,Win,2023-12-23 13:16:35,80
Leah5996,Game2,Win,2024-01-19 03:52:30,10
Uri,Game1,Lose,2024-01-23 09:22:50,65
Lilach4779,Game2,Win,2024-02-02 00:08:21,30
Noa437,Game1,Win,2023-12-23 00:34:31,75
Amira9390,Game1,Lose,2023-12-06 03:08:07,5
Avital,Game1,Lose,2024-01-30 03:04:13,5
Avi6572,Game1,Lose,2024-01-27 18:41:33,10
Yishai3414,Game2,Lose,2023-12-15 13:04:31,25
Yocheved8581,Game1,Win,2023-12-31 21:12:59,85
Shira2672,Game2,Win,2024-01-27 06:23:40,30
Yoav1646,Game1,Win,2024-02-05 01:00:27,15
Alona,Game2,Win,2023-12-16 03:42:50,70
Guy,Game2,Lose,2024-01-19 20:59:39,15
Amira5100,Game1,Win,2024-02-01 07:59:31,60
Yotam,Game2,Lose,2024-02-24 16:00:19,90
Gal,Game1,Win,2024-02-23 05:47:40,70
Shani6864,Game2,Win,2024-01-12 04:24:53,85
Dror4413,Game2,Win,2024-02-07 00:05:33,90
Omri9575,Game2,Win,2024-02-24 14:23:01,15
Roi9481,Game1,Lose,2023-12-16 02:10:55,45
Udi,Game1,Lose,2023-12-14 14:43:09,85
Alona,Game1,Lose,2023-12-10 22:15:40,95
Idan,Game1,Win,2024-01-04 01:45:41,75
Yonatan,Game2,Lose,2024-02-18 13:26:55,10
Gideon8995,Game1,Lose,2023-12-05 07:11:15,35
Orit5861,Game1,Lose,2023-12-29 03:57:49,75
Orly5064,Game2,Lose,2023-12-18 11:45:52,75
Nir8054,Game1,Win,2024-02-07 00:38:21,50
Yoni3390,Game2,Lose,2024-03-03 11:57:29,30
Uri,Game1,Win,2024-01-06 09:23:27,55
Yuval3122,Game1,Win,2023-12-02 02:53:41,50
Tom8205,Game1,Lose,2024-01-12 22:14:43,55
Yocheved8045,Game1,Lose,2023-12-21 23:27:24,40
Limor4102,Game1,Win,2023-12-10 13:24:32,20
Amram6787,Game1,Win,2023-12-25 07:33:13,100
Yaeli8083,Game1,Lose,2023-12-26 16:17:42,5
Omer,Game2,Lose,2024-01-21 00:06:14,95
Uri3179,Game1,Lose,2024-02-29 22:06:04,95
Elad,Game2,Lose,2024-01-23 04:34:23,70
Einav,Game2,Win,2023-12-01 08:30:49,10
Orly4755,Game1,Win,2023-12-24 21:11:33,10
Yossi4647,Game1,Win,2024-02-07 12:00:58,15
Adva,Game2,Lose,2024-02-24 12:29:34,45
Yotam,Game1,Win,2023-12-02 14:33:27,90
Alon502,Game1,Win,2024-01-21 21:13:32,5
Shmuel3395,Game1,Lose,2024-01-03 22:06:04,80
Amira5100,Game1,Lose,2024-02-04 03:18:40,55
Lilach9051,Game2,Lose,2024-02-10 15:19:14,95
Sivan,Game1,Lose,2023-12-02 23:08:49,65
Yechiel8576,Game1,Lose,2024-01-18 10:09:54,75
Limor,Game1,Lose,2023-12-18 02:55:43,25
Yocheved8045,Game1,Win,2023-12-03 22:13:27,95
Nechama,Game2,Lose,2023-12-31 04:21:05,35
Bracha3350,Game1,Lose,2023-12-10 23:59:58,15
Ami,Game2,Win,2024-02-11 06:26:20,40
Ophir2711,Game1,Lose,2024-01-27 15:59:40,35
Nimrod,Game2,Lose,2023-12-22 20:47:46,90
Ilanit6753,Game1,Win,2024-02-15 19:01:46,15
Revital655,Game1,Lose,2024-01-25 11:12:15,85
Natan8583,Game2,Lose,2024-02-04 01:35:01,60
Tali,Game2,Win,2024-02-13 14:43:43,45
Sapir,Game1,Win,2023-12-26 03:15:08,75
Sigal,Game2,Win,2024-02-18 03:37:07,100
Yotam3499,Game2,Lose,2024-01-20 01:13:51,20
Tomer,Game2,Lose,2023-12-27 17:14:04,5
Alon3149,Game2,Lose,2024-03-02 14:47:03,25
Bracha8694,Game1,Lose,2023-12-03 03:03:16,0
Ilanit657,Game2,Lose,2024-01-09 20:18:59,25
Dikla3823,Game2,Win,2023-12-16 14:07:02,80
Roi1325,Game1,Win,2023-12-29 06:39:22,20
Vardit7907,Game1,Lose,2024-02-17 16:11:02,50
Yossi4647,Game1,Win,2023-12-20 22:18:56,45
Shay,Game1,Lose,2024-02-01 01:04:33,50
Sigal8604,Game2,Lose,2024-01-24 14:51:36,75
Stav1982,Game2,Lose,2024-01-23 00:28:15,70
